507    1062
481     540
___________________________________________________________
Result of Year   2010   :
541     600
___________________________________________________________
Result of Year   2015   :
28018 28018
-100.0 ab initio , arabidopsis thaliana
413.33333333333337 classification , risk factors
414.28571428571433 support vector machine , epilepsy
414.8148148148148 learning algorithm , cancer
416.6666666666667 classification , side effect
416.6666666666667 feature selection , lung cancer
416.6666666666667 network analysis , cancer
416.6666666666667 regression , mild cognitive impairment
416.6666666666667 standard deviation , cancer
418.1818181818182 receiver operating characteristic , diagnostic accuracy
419.2118226600985 machine learning , cancer
420.0 classification , fault diagnosis
420.0 cross-validation , clinical decision
420.0 learning algorithm , molecular descriptors
420.0 machine learning , non-small cell lung cancer
420.0 mri images , gene
420.0 random forest , vascular disease
420.0 regression , cell line
421.05263157894734 medical data , gene
422.22222222222223 machine learning , temporal lobe
422.72727272727275 machine learning , cell line
423.0769230769231 machine learning , side effect
425.0 classification , elderly people
425.0 classification , molecular mechanism
425.0 ensemble model , drugs
425.0 logistic regression , clinical practice
425.0 logistic regression , lung cancer
425.0 machine learning , screening methods
425.0 multivariate model , overall survival
425.0 neural network , binding sites
425.0 random forest , false positives
425.0 random forest , small molecule
425.0 regression , prostate cancer
425.0 support vector machine , health records
425.0 surface electromyography , emg signal
426.6666666666667 learning algorithm , drugs
427.27272727272725 classification , magnetic resonance images
427.27272727272725 receiver operating characteristic , risk factor
428.57142857142856 cross-validation , cognitive impairment
430.0 machine learning , gray matter
430.0 machine learning , psychiatric disorders
433.3333333333333 artificial intelligence , clinical decision support system
433.3333333333333 artificial intelligence , early diagnosis
433.3333333333333 artificial intelligence , human brain
433.3333333333333 brain imaging , functional connectivity
433.3333333333333 brain imaging , gene
433.3333333333333 classification , colorectal cancer
433.3333333333333 computational method , toxicity
433.3333333333333 computer program , gene
433.3333333333333 cox regression , prognostic factor
433.3333333333333 cross-validation , ct scan
433.3333333333333 feature combination , gene
433.3333333333333 feature selection , t cell
433.3333333333333 image analysis , breast cancer
433.3333333333333 learning algorithm , t cells
433.3333333333333 machine learning , alternative splicing
433.3333333333333 machine learning , clinical significance
433.3333333333333 machine learning , drug combination
433.3333333333333 machine learning , oxidative stress
433.3333333333333 natural language processing , biomedical literature
433.3333333333333 neural network , drug target
433.3333333333333 neural network , left ventricle
433.3333333333333 neural network , quality control
433.3333333333333 neural network , side effect
433.3333333333333 receiver operating characteristic , diabetic retinopathy
433.3333333333333 receiver operating characteristic , hepatocellular carcinoma
433.3333333333333 regression , biomedical research
433.3333333333333 regression , expression profiles
433.3333333333333 regression , prognostic biomarker
433.3333333333333 regression , prospective cohort
433.3333333333333 signal features , gene
433.3333333333333 supervised learning , clinical data
433.3333333333333 support vector machine , cognitive function
433.3333333333333 support vector machine , medical records
433.3333333333333 virtual screening , small molecule
434.2857142857143 classification , sleep
434.48275862068965 receiver operating characteristic , tumor
435.71428571428567 network analysis , gene
436.84210526315786 image analysis , cancer
437.5 classification , cancer type
437.5 classification , reference standard
437.5 machine learning , brain tumor
437.5 machine learning , ct images
440.00000000000006 classification , clinical research
440.00000000000006 logistic regression , magnetic resonance
440.00000000000006 next generation sequencing , protein
440.00000000000006 regression , prostate
441.6666666666667 classification , diagnostic performance
442.8571428571429 machine learning , bipolar disorder
442.8571428571429 support vector machine , early diagnosis
445.45454545454544 loss function , gene
445.45454545454544 neural network , clinical decision
447.61904761904765 time series , gene
448.57142857142856 machine learning , diabetes
450.0 artificial intelligence , protein
450.0 augmented reality , gene
450.0 automatic segmentation , medical image
450.0 big data , complex disease
450.0 binary classification , mild cognitive impairment
450.0 classification , adverse drug reaction
450.0 classification , autism spectrum disorder
450.0 classification , biomedical research
450.0 classification , brain network
450.0 classification , cardiac arrhythmias
450.0 classification , ct imaging
450.0 classification , deep brain stimulation
450.0 classification , drug-drug interactions
450.0 classification , executive function
450.0 classification , fine-needle aspiration
450.0 classification , human body
450.0 classification , microscopy images
450.0 classification , molecular test
450.0 classification , risk stratification
450.0 complex systems , gene
450.0 computational chemistry , gene
450.0 correlation coefficient , toxicity
450.0 cox proportional hazard , cancer
450.0 cox regression , tumor
450.0 cross-validation , differential expression
450.0 cross-validation , health care
450.0 cross-validation , lung nodule
450.0 cross-validation , molecular fingerprints
450.0 cross-validation , risk assessment
450.0 decision forest , gene
450.0 decision support system , breast cancer
450.0 decision support systems , clinical decision
450.0 extreme learning machine , gene
450.0 feature selection , diagnostic performance
450.0 frequency band , spatial pattern
450.0 functional magnetic resonance imaging , schizophrenia
450.0 functional mri , resting state
450.0 image processing , medical image
450.0 learning algorithm , free energy
450.0 learning algorithm , imaging modalities
450.0 learning algorithm , treatment planning
450.0 machine learning , antibiotic resistance
450.0 machine learning , cervical cancer
450.0 machine learning , dorsolateral prefrontal cortex
450.0 machine learning , emotional state
450.0 machine learning , genomic selection
450.0 machine learning , long non-coding rnas
450.0 machine learning , marker genes
450.0 machine learning , metabolic syndrome
450.0 machine learning , molecular fingerprints
450.0 machine learning , secondary use
450.0 machine learning , spinal cord
450.0 machine learning , tissue microarray
450.0 multivariate model , clinical outcome
450.0 multivariate model , magnetic resonance
450.0 natural language processing , patient care
450.0 nearest neighbor , early diagnosis
450.0 neural network , cardiovascular diseases
450.0 neural network , health care
450.0 neural network , multiple sclerosis
450.0 neural network , prognostic factor
450.0 neural network , thyroid nodules
450.0 predictive models , in vivo
450.0 predictive models , intensive care
450.0 predictive performance , drug discovery
450.0 principle component analysis , cognitive impairment
450.0 principle component analysis , mild cognitive impairment
450.0 quantitative analysis , tumor
450.0 quantitative structure-activity relationship , drug discovery
450.0 raman spectroscopy , cancer
450.0 receiver operating characteristic , cancer diagnosis
450.0 receiver operating characteristic , drugs
450.0 receiver operating characteristic , squamous cell carcinoma
450.0 regression , cognitive function
450.0 regression , copy number
450.0 regression , differential diagnosis
450.0 regression , heart rate variability
450.0 regression , high risk
450.0 regression , multiple sclerosis
450.0 regression , recurrence-free survival
450.0 regression , tumor
450.0 reinforcement learning , gene
450.0 remote monitoring , gene
450.0 risk model , tumor
450.0 scoring functions , drug discovery
450.0 statistical learning , protein
450.0 support vector machine , cervical cancer
450.0 support vector machine , human body
450.0 support vector machine , rectal cancer
450.0 support vector machine , signaling pathways
450.0 texture feature , diagnostic accuracy
450.0 texture feature , prostate cancer
450.0 texture features , diagnostic accuracy
450.0 texture features , prostate cancer
450.0 virtual screening , drug target
453.8461538461538 data collection , gene
455.55555555555554 classification , rectal cancer
455.55555555555554 machine learning , optical coherence tomography
456.57894736842104 machine learning , magnetic resonance
459.99999999999994 automatic segmentation , cancer
459.99999999999994 correlation analysis , gene
459.99999999999994 high-throughput screening , gene
459.99999999999994 learning algorithm , physical activity
459.99999999999994 neural network , heart disease
459.99999999999994 regression , cardiovascular disease
459.99999999999994 scoring system , gene
459.99999999999994 support vector machine , cancer type
461.5384615384615 support vector machine , sleep
462.5 classification , blood pressure
462.5 machine learning , diabetes mellitus
462.5 machine learning , reference standard
463.6363636363637 artificial intelligence , clinical decision
466.6666666666667 artificial intelligence , prostate
466.6666666666667 classification , human error
466.6666666666667 classification , quality of life
466.6666666666667 classification , single cell
466.6666666666667 computational methods , target prediction
466.6666666666667 cross-validation , coronary artery
466.6666666666667 deep architecture , gene
466.6666666666667 image segmentation , magnetic resonance
466.6666666666667 learning algorithm , medical records
466.6666666666667 learning algorithm , reference standard
466.6666666666667 machine learning , apparent diffusion coefficient
466.6666666666667 machine learning , cancer classification
466.6666666666667 machine learning , ecg signal
466.6666666666667 machine learning , molecular modeling
466.6666666666667 neural network , coronary artery disease
466.6666666666667 predictive models , tumor
466.6666666666667 prognostic models , gene
466.6666666666667 random forest , risk stratification
466.6666666666667 random forest , tumor
466.6666666666667 receiver operating characteristic , risk factors
466.6666666666667 receiver operating characteristic , vital signs
466.6666666666667 regression , disease-free survival
466.6666666666667 structural mri , white matter
466.6666666666667 support vector machine , imaging modalities
466.6666666666667 support vector machine , psychiatric disorders
467.64705882352945 next generation sequencing , gene
471.42857142857144 decision support system , clinical decision support system
471.42857142857144 machine learning , clinical diagnosis
471.42857142857144 machine learning , radiology reports
471.42857142857144 p value , gene
471.42857142857144 regression , heart rate
472.72727272727275 neural network , clinical practice
475.0 classification , non-small cell lung cancer
475.0 image features , breast cancer
475.0 logistic regression , clinical data
475.0 machine learning , antimicrobial peptides
475.0 neural network , lung nodules
475.0 parameter optimization , gene
475.0 regression , missing data
475.0 regression , older adults
480.0 electronic medical record , medical records
480.0 feature extraction , ecg signal
480.0 regression , t cell
480.0 regression analysis , tumor
481.25 machine learning , molecular dynamics
483.3333333333333 regression , prognostic factor
485.71428571428567 classification , imaging biomarker
485.71428571428567 neural network , protein structure
485.71428571428567 neural network , t cell
485.71428571428567 regression , lung cancer
487.1794871794871 machine learning , clinical data
488.8888888888889 random forest , toxicity
490.90909090909093 machine learning , eeg signal
493.33333333333337 machine learning , systematic review
493.6170212765957 random forest , cancer
494.11764705882354 machine learning , risk assessment
500.0 adaboost , magnetic resonance
500.0 annotated corpus , drugs
500.0 artificial intelligence , diagnostic performance
500.0 artificial intelligence , food and drug administration
500.0 artificial intelligence , health data
500.0 artificial intelligence , human factors
500.0 artificial intelligence , myocardial infarction
500.0 artificial intelligence , older adults
500.0 artificial intelligence , randomized controlled trial
500.0 automatic segmentation , treatment planning
500.0 bayesian model , medical records
500.0 bayesian network , tumor
500.0 big data , clinical applications
500.0 binary classification , gene expression
500.0 brain-computer interface , brain function
500.0 classification , acute lymphoblastic leukemia
500.0 classification , adipose tissue
500.0 classification , bacterial infection
500.0 classification , ct scans
500.0 classification , disease-free survival
500.0 classification , dorsolateral prefrontal cortex
500.0 classification , drug target
500.0 classification , eye disease
500.0 classification , g protein-coupled receptors
500.0 classification , gut microbiome
500.0 classification , hepatitis c virus
500.0 classification , hot spot
500.0 classification , hyperspectral images
500.0 classification , knee osteoarthritis
500.0 classification , lung nodules
500.0 classification , natural product
500.0 classification , noisy data
500.0 classification , patient survival
500.0 classification , preterm birth
500.0 classification , qt interval
500.0 classification , respiratory diseases
500.0 classification , vessel segmentation
500.0 classifier design , cancer
500.0 cloud computing , gene
500.0 clustering , cell cycle
500.0 clustering , disease progression
500.0 clustering , heart failure
500.0 clustering , heterogeneous data
500.0 clustering , physical activity
500.0 clustering , risk factor
500.0 clustering , risk stratification
500.0 computational complexity , eeg signal
500.0 computational method , arabidopsis thaliana
500.0 computational method , chemical space
500.0 computational method , dna methylation
500.0 computational methods , biological features
500.0 computational methods , breast cancer
500.0 computational methods , escherichia coli
500.0 computational methods , target protein
500.0 computational methods , tumor
500.0 computer aided diagnosis , cancer
500.0 computer aided diagnosis , lung cancer
500.0 computer vision , medical image
500.0 computer-aided detection , ct images
500.0 computer-aided diagnosis , computed tomography
500.0 computer-aided diagnosis , gray matter
500.0 computer-aided diagnosis , imaging modalities
500.0 computer-aided diagnosis , liver disease
500.0 computer-aided diagnosis , positron emission tomography
500.0 computer-aided diagnosis , tumor
500.0 confidence intervals , cancer
500.0 correlation coefficient , clinical diagnosis
500.0 correlation coefficient , ct scans
500.0 correlation coefficient , early detection
500.0 correlation coefficient , in vitro
500.0 correlation coefficient , post-translational modification
500.0 cox proportional hazard , survival prediction
500.0 cox regression , colorectal cancer
500.0 cox regression , rectal cancer
500.0 cox regression , tnm stage
500.0 cross-validation , biomedical research
500.0 cross-validation , cancer screening
500.0 cross-validation , corpus callosum
500.0 cross-validation , ejection fraction
500.0 cross-validation , frontal cortex
500.0 cross-validation , lung adenocarcinoma
500.0 cross-validation , protein binding
500.0 cross-validation , quality control
500.0 cross-validation , risk prediction
500.0 cross-validation , rna sequencing
500.0 cross-validation , somatic mutation
500.0 cross-validation , survival rate
500.0 data mining , clinical outcome
500.0 data mining , intensive care
500.0 data science , study design
500.0 data sources , drug discovery
500.0 data sources , systematic review
500.0 decision making , overall survival
500.0 decision making , vital signs
500.0 decision support system , cardiovascular disease
500.0 decision support system , heart rate
500.0 decision support system , primary care
500.0 decision support system , risk factor
500.0 decision support system , vascular disease
500.0 decision support systems , patient care
500.0 decision tree , clinical diagnosis
500.0 decision tree , electronic health record
500.0 decision tree , in vitro
500.0 decision tree , natural language
500.0 decision tree , overall survival
500.0 deep learning , gene ontology
500.0 deep learning , patient outcomes
500.0 deep learning , temporal lobe
500.0 diagnosis system , diabetic retinopathy
500.0 diagnosis system , early detection
500.0 diffusion tensor imaging , structural connectivity
500.0 discriminant analysis , high risk
500.0 discriminant analysis , toxicity
500.0 drug-target interactions , protein interaction
500.0 electronic health records , health data
500.0 ensemble model , early diagnosis
500.0 ensemble model , lung cancer
500.0 ensemble model , vascular disease
500.0 evidence-based medicine , clinical decision
500.0 expression patterns , molecular subtype
500.0 expression patterns , molecular subtypes
500.0 expression patterns , non-coding rna
500.0 extreme learning machine , magnetic resonance
500.0 feature analysis , tumor
500.0 feature extraction , blood vessel
500.0 feature extraction , blood vessels
500.0 feature extraction , cancer detection
500.0 feature extraction , cardiac arrhythmia
500.0 feature extraction , heart rate variability
500.0 feature extraction , lung disease
500.0 feature extraction , magnetic resonance images
500.0 feature extraction , physical activity
500.0 feature extraction , protein interaction
500.0 feature learning , tumor
500.0 feature reduction , magnetic resonance
500.0 feature selection , coronary artery
500.0 feature selection , coronary artery disease
500.0 feature selection , dna methylation
500.0 feature selection , head and neck
500.0 feature selection , human body
500.0 feature selection , lymph node
500.0 feature selection , missing data
500.0 feature selection , neoadjuvant chemotherapy
500.0 feature selection , optical coherence tomography
500.0 feature selection , outcome prediction
500.0 feature selection , physiological signals
500.0 feature selection , predictive biomarkers
500.0 feature selection , quality control
500.0 feature selection , risk factor
500.0 feature selection , target gene
500.0 feature space , mild cognitive impairment
500.0 feature space , protein sequences
500.0 feature vector , white matter
500.0 functional magnetic resonance imaging , clinical diagnosis
500.0 functional magnetic resonance imaging , diagnostic accuracy
500.0 functional mri , resting-state functional connectivity
500.0 functional mri , schizophrenia
500.0 functional networks , brain function
500.0 generative model , neural activity
500.0 genetic algorithm , early diagnosis
500.0 gray level co-occurrence matrix , tumor
500.0 high-dimensional data , prostate
500.0 high-throughput sequencing , cancer
500.0 high-throughput sequencing , protein sequence
500.0 hyperspectral imaging , early detection
500.0 image acquisition , medical image
500.0 image analysis , diabetic retinopathy
500.0 image analysis , drug discovery
500.0 image analysis , fluorescence microscopy
500.0 image analysis , reference standard
500.0 image analysis , t cell
500.0 image analysis , vessel segmentation
500.0 image features , ct scan
500.0 image features , lung nodule
500.0 image features , lung nodules
500.0 image features , protein
500.0 image processing , early detection
500.0 image processing , imaging modalities
500.0 image reconstruction , magnetic resonance
500.0 in silico , animal models
500.0 in silico , dna sequence
500.0 in silico , drug design
500.0 in silico , molecular fingerprints
500.0 in silico , stem cell
500.0 in silico , t cells
500.0 in silico , target gene
500.0 independent test set , magnetic resonance
500.0 information extraction , biomedical literature
500.0 information system , cancer
500.0 information system , health records
500.0 information system , public health
500.0 information systems , health records
500.0 knowledge base , clinical decision support system
500.0 learning algorithm , background noise
500.0 learning algorithm , bacterial infection
500.0 learning algorithm , bone mineral density
500.0 learning algorithm , cardiac arrest
500.0 learning algorithm , ct images
500.0 learning algorithm , diagnosis and prognosis
500.0 learning algorithm , gray matter
500.0 learning algorithm , gray matter volume
500.0 learning algorithm , healthcare system
500.0 learning algorithm , heterogeneous data
500.0 learning algorithm , histopathological images
500.0 learning algorithm , human error
500.0 learning algorithm , land use
500.0 learning algorithm , microscopy images
500.0 learning algorithm , molecular docking
500.0 learning algorithm , molecular fingerprints
500.0 learning algorithm , mycobacterium tuberculosis
500.0 learning algorithm , objective assessment
500.0 learning algorithm , physiological responses
500.0 learning algorithm , primary care
500.0 learning algorithm , protein binding
500.0 learning algorithm , working memory
500.0 least absolute shrinkage and selection operator , gene expression
500.0 linear classifier , sleep
500.0 linear discriminant , functional connectivity
500.0 linear regression , cardiovascular disease
500.0 logistic regression , biomarker discovery
500.0 logistic regression , blood pressure
500.0 logistic regression , breast tumor
500.0 logistic regression , clinical care
500.0 logistic regression , gene ontology
500.0 logistic regression , genetic variants
500.0 logistic regression , gray matter
500.0 logistic regression , patient safety
500.0 logistic regression , physical activity
500.0 logistic regression , relevant variables
500.0 logistic regression , rheumatoid arthritis
500.0 logistic regression , risk factor
500.0 logistic regression , sleep apnea
500.0 logistic regression , temporal lobe
500.0 machine learning , adipose tissue
500.0 machine learning , aqueous solubility
500.0 machine learning , blood glucose
500.0 machine learning , brain metastasis
500.0 machine learning , clinical databases
500.0 machine learning , clinical reports
500.0 machine learning , community composition
500.0 machine learning , diagnostic techniques
500.0 machine learning , disease-free survival
500.0 machine learning , dna sequencing
500.0 machine learning , exome sequencing
500.0 machine learning , fluid-attenuated inversion recovery
500.0 machine learning , glycemic control
500.0 machine learning , helicobacter pylori
500.0 machine learning , histone modification
500.0 machine learning , hiv infection
500.0 machine learning , left ventricle
500.0 machine learning , liver tissue
500.0 machine learning , medial temporal lobe
500.0 machine learning , microbial ecology
500.0 machine learning , minimally conscious state
500.0 machine learning , molecular networks
500.0 machine learning , optic disc
500.0 machine learning , patient mortality
500.0 machine learning , progression-free survival
500.0 machine learning , selective attention
500.0 machine learning , spectral power
500.0 machine learning , stage iii
500.0 machine learning , sudden cardiac death
500.0 machine learning , surgical planning
500.0 machine learning , thyroid cancer
500.0 machine learning , visual fields
500.0 machine learning , voxel-based morphometry
500.0 matrix factorization , tumor
500.0 medical data , health records
500.0 mit-bih arrhythmia database , ecg signal
500.0 mobile phones , physical activity
500.0 multivariate model , risk assessment
500.0 naive bayes , drug design
500.0 natural language processing , clinical outcome
500.0 natural language processing , computed tomography
500.0 natural language processing , mental health
500.0 nearest neighbor , myocardial infarction
500.0 network analysis , gene expression profile
500.0 network analysis , lung cancer
500.0 neural network , biological features
500.0 neural network , bone marrow
500.0 neural network , brain cancer
500.0 neural network , clinical significance
500.0 neural network , diagnostic test
500.0 neural network , functional connectivity
500.0 neural network , gait cycle
500.0 neural network , gene function
500.0 neural network , hearing loss
500.0 neural network , land use
500.0 neural network , mental disorders
500.0 neural network , microscopic images
500.0 neural network , post-translational modification
500.0 neural network , protein folding
500.0 neural network , rheumatoid arthritis
500.0 neural network , rna-seq data
500.0 neural network , skin lesions
500.0 neural network , spinal cord injury
500.0 neural network , systematic reviews
500.0 neural network , tissue microarray
500.0 partial least squares , quality control
500.0 particle swarm optimization , eeg signal
500.0 particle swarm optimization , tumor
500.0 pattern recognition , diagnostic accuracy
500.0 pattern recognition , diagnostic test
500.0 pattern recognition , functional connectivity
500.0 pattern recognition , gray matter
500.0 personalized medicine , clinical decision
500.0 personalized medicine , drugs
500.0 personalized medicine , health records
500.0 personalized medicine , medical imaging
500.0 personalized medicine , prostate
500.0 personalized medicine , prostate cancer
500.0 physicochemical properties , protein structure
500.0 physicochemical properties , toxicity
500.0 predictive models , clinical research
500.0 predictive models , lung cancer
500.0 predictive models , prostate cancer
500.0 predictive performance , prostate
500.0 predictive performance , t cell
500.0 principle component analysis , coronary artery disease
500.0 prior knowledge , medical image
500.0 prognostic model , clinical outcome
500.0 prognostic model , prognostic factor
500.0 prognostic model , risk factor
500.0 quadratic discriminant analysis , cancer
500.0 quantitative analysis , protein
500.0 quantitative evaluation , computed tomography
500.0 random forest , bladder cancer
500.0 random forest , central nervous system
500.0 random forest , disease prediction
500.0 random forest , disease risk
500.0 random forest , false alarms
500.0 random forest , health outcomes
500.0 random forest , infectious diseases
500.0 random forest , mental disorders
500.0 random forest , ovarian cancer
500.0 random forest , overall survival
500.0 random forest , patient survival
500.0 random forest , radiology report
500.0 random forest , smoking status
500.0 random walk , protein
500.0 receiver operating characteristic , adverse drug reaction
500.0 receiver operating characteristic , breast density
500.0 receiver operating characteristic , cancer screening
500.0 receiver operating characteristic , colorectal cancer
500.0 receiver operating characteristic , ct imaging
500.0 receiver operating characteristic , diagnostic ability
500.0 receiver operating characteristic , diffusion-weighted imaging
500.0 receiver operating characteristic , heart disease
500.0 receiver operating characteristic , imaging biomarkers
500.0 receiver operating characteristic , infectious disease
500.0 receiver operating characteristic , lumbar spine
500.0 receiver operating characteristic , lung cancer screening
500.0 receiver operating characteristic , outcome prediction
500.0 receiver operating characteristic , ovarian cancer
500.0 receiver operating characteristic , patient safety
500.0 receiver operating characteristic , patient survival
500.0 receiver operating characteristic , smoking status
500.0 receiver operating characteristic , surgical quality improvement
500.0 receiver operating characteristic , treatment outcome
500.0 recognition system , eeg signal
500.0 recursive feature elimination , protein interaction
500.0 regression , anatomical landmarks
500.0 regression , autism spectrum disorder
500.0 regression , breast tumor
500.0 regression , clinical decision support systems
500.0 regression , clinical deterioration
500.0 regression , gene ontology
500.0 regression , ion channel
500.0 regression , lymph nodes
500.0 regression , measurement error
500.0 regression , mortality prediction
500.0 regression , myocardial infarction
500.0 regression , objective assessment
500.0 regression , patient safety
500.0 regression , preterm birth
500.0 regression , protein-protein interactions
500.0 regression , vascular disease
500.0 regression analysis , overall survival
500.0 regression trees , cancer
500.0 relation extraction , protein interaction
500.0 relation extraction , protein-protein interaction
500.0 risk model , protein
500.0 rotation forest , protein sequence
500.0 rotation forest , protein sequences
500.0 secondary analysis , gene
500.0 seizure detection , false alarms
500.0 self-organizing map , drug discovery
500.0 shape features , computed tomography
500.0 shape features , magnetic resonance
500.0 signal features , sleep
500.0 social media , infectious diseases
500.0 sparse representation , tumor
500.0 spatial information , magnetic resonance
500.0 spatial resolution , gene
500.0 standard deviation , prostate
500.0 statistical inference , gene
500.0 statistical methods , drugs
500.0 statistical methods , public health
500.0 structural features , cancer
500.0 structural magnetic resonance imaging , clinical trial
500.0 structural mri , bipolar disorder
500.0 structural mri , frontal cortex
500.0 structural mri , psychiatric disorders
500.0 structural mri , resting-state functional mri
500.0 super learner , gene
500.0 supervised learning , autism spectrum disorder
500.0 supervised learning , complex disease
500.0 supervised learning , diagnostic performance
500.0 supervised learning , heart rate
500.0 supervised learning , imbalanced data
500.0 supervised learning , ion channel
500.0 supervised learning , outcome prediction
500.0 supervised learning , reference standard
500.0 supervised learning , target prediction
500.0 supervised learning , treatment outcome
500.0 support vector machine , brain metastases
500.0 support vector machine , cancer progression
500.0 support vector machine , diabetic macular edema
500.0 support vector machine , diagnosis of lung cancer
500.0 support vector machine , family history
500.0 support vector machine , head and neck
500.0 support vector machine , health outcomes
500.0 support vector machine , liver cancer
500.0 support vector machine , medial temporal lobe
500.0 support vector machine , molecular docking
500.0 support vector machine , molecular fingerprints
500.0 support vector machine , nasopharyngeal carcinoma
500.0 support vector machine , older adults
500.0 support vector machine , treatment outcome
500.0 support vector machine , treatment response
500.0 text mining , drug-drug interaction
500.0 texture feature , pulmonary nodule
500.0 ultrasound imaging , ultrasound images
500.0 variable selection , gene expression
500.0 virtual screening , protein interaction
500.0 virtual screening , screening methods
500.0 wireless sensor networks , gene
511.1111111111111 artificial intelligence , gene
511.1111111111111 regression , computed tomography
514.2857142857143 regression , blood pressure
516.6666666666667 machine learning , molecular docking
516.6666666666667 regression , body mass index
516.6666666666667 regression , health care
520.0 cross-validation , mild cognitive impairment
520.0 diffusion tensor imaging , gene
520.0 learning algorithm , diagnostic accuracy
520.0 learning algorithm , heart rate
520.0 machine learning , animal models
520.0 machine learning , human body
520.0 machine learning , lymph node
520.0 natural language processing , cancer
520.0 quantitative evaluation , gene
522.2222222222223 machine learning , lung cancer
522.2222222222223 receiver operating characteristic , magnetic resonance
523.5294117647059 machine learning , medical records
525.0 automatic segmentation , tumor
525.0 learning algorithm , quality of life
525.0 linear model , protein
528.5714285714286 machine learning , blood pressure
528.5714285714286 machine learning , radiology report
530.0 logistic regression , risk factors
533.3333333333333 classification , clinical decision
533.3333333333333 computational modeling , gene
533.3333333333333 computer-aided diagnosis , early detection
533.3333333333333 correlation coefficient , drug discovery
533.3333333333333 cross-validation , diagnostic performance
533.3333333333333 cross-validation , eeg signal
533.3333333333333 decision making , clinical decision
533.3333333333333 learning algorithm , real-world data
533.3333333333333 linear discriminant , spatial pattern
533.3333333333333 linear regression , magnetic resonance
533.3333333333333 logistic regression , heart rate
533.3333333333333 machine learning , drug safety
533.3333333333333 machine learning , gene networks
533.3333333333333 neural network , cancer detection
533.3333333333333 regression , brain activity
533.3333333333333 support vector machine , the elderly
537.5 decision support system , clinical decision support systems
537.5 decision support systems , clinical decision support systems
537.5 learning algorithm , clinical trial
537.5 learning algorithm , magnetic resonance
540.0 classification , retinal images
540.0 data quality , gene
540.0 machine learning , ovarian cancer
540.0 random forest , lung cancer
540.0 support vector machine , brain network
541.6666666666667 decision making , cancer
542.8571428571429 machine learning , coronary artery disease
547.3684210526316 classification , early diagnosis
547.6190476190476 decision making , gene
550.0 automated diagnosis , gene
550.0 binary classification , cognitive impairment
550.0 classification , attention deficit hyperactivity disorder
550.0 classification , chronic pain
550.0 classification , contrast enhancement
550.0 classification , disease risk
550.0 classification , ejection fraction
550.0 classification , kidney disease
550.0 classification , oral cancer
550.0 classification , species identification
550.0 classification , structural connectivity
550.0 clustering , in vivo
550.0 computational methods , gene regulation
550.0 cross-validation , lung cancer
550.0 cross-validation , prefrontal cortex
550.0 cross-validation , resting state
550.0 decision support systems , clinical decision support system
550.0 decision tree , health care
550.0 factor analysis , gene
550.0 feature representation , protein interaction
550.0 feature representation , protein sequence
550.0 feature selection , differentially expressed genes
550.0 feature selection , magnetic resonance images
550.0 inverse problem , gene
550.0 learning algorithm , activities of daily living
550.0 learning algorithm , brain tumor
550.0 learning algorithm , cancer type
550.0 learning algorithm , study design
550.0 logistic regression , hepatocellular carcinoma
550.0 machine learning , brain disorders
550.0 machine learning , critical care
550.0 machine learning , cross-sectional study
550.0 machine learning , drug sensitivity
550.0 machine learning , magnetic field
550.0 machine learning , mode of action
550.0 machine learning , neurological disorders
550.0 machine learning , physiological parameters
550.0 machine learning , quality of care
550.0 machine learning , relevant variables
550.0 model validation , gene
550.0 neural network , blood pressure
550.0 neural network , contact prediction
550.0 neural network , intensive care
550.0 neural network , missing data
550.0 predictive models , protein
550.0 predictive performance , drugs
550.0 random forest , gene set
550.0 random forest , missing data
550.0 random forest , treatment response
550.0 receiver operating characteristic , mass spectrometry
550.0 receiver operating characteristic , mortality prediction
550.0 receiver operating characteristic , pulmonary nodule
550.0 receiver operating characteristic , reference standard
550.0 receiver operating characteristic , risk assessment
550.0 receiver operating characteristic , t cell
550.0 receiver operating characteristic , toxicity
550.0 regression , adjuvant chemotherapy
550.0 regression , brain function
550.0 regression , cancer risk
550.0 regression , chronic disease
550.0 regression , clinical significance
550.0 regression , frontal cortex
550.0 regression , stem cell
550.0 regression , survival rate
550.0 regression , water quality
550.0 support vector machine , brain connectivity
550.0 support vector machine , elderly people
550.0 support vector machine , spectral power
550.0 time series , magnetic resonance
557.1428571428571 machine learning , treatment outcome
560.0 learning algorithm , in vivo
560.0 regression , risk stratification
566.6666666666667 artificial intelligence , mental health
566.6666666666667 canonical correlation analysis , gene
566.6666666666667 classification , cognitive decline
566.6666666666667 classification , structured data
566.6666666666667 linear model , cancer
566.6666666666667 logistic regression , risk stratification
566.6666666666667 logistic regression , sleep
566.6666666666667 machine learning , atrial fibrillation
566.6666666666667 machine learning , clinical practice
566.6666666666667 multi-class classification , gene
566.6666666666667 parameter tuning , gene
566.6666666666667 regression , prognostic factors
566.6666666666667 regression , public health
566.6666666666667 supervised learning , diabetes
571.4285714285714 image processing , cancer
571.4285714285714 receiver operating characteristic , high risk
572.4137931034483 machine learning , clinical trial
575.0 classification , apparent diffusion coefficient
575.0 computational method , chemical properties
575.0 drug-target interactions , protein
575.0 feature selection , sleep
575.0 learning algorithm , blood pressure
575.0 learning algorithm , drug discovery
575.0 machine learning , prostate
575.0 machine learning , working memory
575.0 optimal features , gene
575.0 support vector machine , fundus image
580.0 drug-target interactions , drugs
580.0 machine learning , diabetic retinopathy
